ORDEN_ID,FECHA,PROVEEDOR_COD,SECRETARIA_COD,IMPORTE
OC-06703,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06704,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06705,2019-03-28,PROV-001,Secretaría B,59664.0
OC-06706,2019-03-28,PROV-001,Secretaría B,59664.0
OC-06707,2019-03-28,PROV-001,Secretaría B,59664.0
OC-06708,2019-03-28,PROV-001,Secretaría B,59664.0
OC-06709,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06710,2019-03-28,PROV-001,Secretaría B,59664.0
OC-06711,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06712,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06713,2019-03-28,PROV-001,Secretaría C,69659.0
OC-06714,2019-03-28,PROV-001,Secretaría C,69659.0
OC-06715,2019-03-28,PROV-001,Secretaría C,69659.0
OC-06716,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06717,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06718,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06719,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06720,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06721,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06722,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06723,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06724,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06725,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06726,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06727,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06728,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06729,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06730,2019-03-28,PROV-001,Secretaría C,17278.0
OC-06731,2019-03-28,PROV-001,Secretaría C,17232.0
OC-06732,2019-03-28,PROV-001,Secretaría C,69659.0
OC-06733,2019-03-28,PROV-001,Secretaría C,17232.0
OC-06734,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06735,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06736,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06737,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06738,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06739,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06740,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06741,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06742,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06743,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06744,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06745,2019-03-28,PROV-018,Secretaría B,6345.9
OC-06746,2019-03-28,PROV-018,Secretaría B,6345.9
OC-06747,2019-03-28,PROV-018,Secretaría B,6345.9
OC-06748,2019-03-28,PROV-018,Secretaría B,6345.9
OC-06749,2019-03-28,PROV-018,Secretaría B,6345.9
OC-06750,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06751,2019-03-28,PROV-003,Secretaría C,4844.58
OC-06752,2019-03-28,PROV-003,Secretaría C,4844.58
OC-06753,2019-03-28,PROV-001,Secretaría C,4770.0
OC-06754,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06755,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06756,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06757,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06758,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06759,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06760,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06761,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06762,2019-03-28,PROV-001,Secretaría B,2767.0
OC-06763,2019-03-28,PROV-001,Secretaría B,2767.0
OC-06764,2019-03-28,PROV-001,Secretaría B,2767.0
OC-06765,2019-03-28,PROV-001,Secretaría B,2767.0
OC-06766,2019-03-28,PROV-001,Secretaría B,2767.0
OC-06767,2019-03-28,PROV-001,Secretaría B,2767.0
OC-06768,2019-03-28,PROV-001,Secretaría B,2767.0
OC-06769,2019-03-28,PROV-001,Secretaría C,4770.0
OC-06770,2019-03-28,PROV-001,Secretaría C,4770.0
OC-06771,2019-03-28,PROV-018,Secretaría B,6345.9
OC-06772,2019-03-28,PROV-018,Secretaría B,6345.9
OC-06773,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06774,2019-03-28,PROV-001,Secretaría C,17232.0
OC-06775,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06776,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06777,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06778,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06779,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06780,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06781,2019-03-28,PROV-417,Secretaría A,10900.0
OC-06782,2019-03-28,PROV-113,Secretaría C,3571.24
OC-06783,2019-03-28,PROV-113,Secretaría C,3571.24
OC-06784,2019-03-28,PROV-113,Secretaría C,3571.24
OC-06785,2019-03-28,PROV-047,Secretaría F,1192.0
OC-06786,2019-03-28,PROV-047,Secretaría F,1192.0
OC-06787,2019-03-28,PROV-047,Secretaría F,1192.0
OC-06788,2019-03-28,PROV-022,Secretaría C,1426.0
OC-06789,2019-03-28,PROV-435,Secretaría E,22305.0
OC-06790,2019-03-28,PROV-435,Secretaría E,22305.0
OC-06791,2019-03-28,PROV-560,Secretaría E,10250.0
OC-06792,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06793,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06794,2019-03-28,PROV-030,Secretaría D,7272.0
OC-06795,2019-03-28,PROV-030,Secretaría F,9950.0
OC-06796,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06797,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06798,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06799,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06800,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06801,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06802,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06803,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06804,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06805,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06806,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06807,2019-03-28,PROV-030,Secretaría C,5954.0
OC-06808,2019-03-28,PROV-100,Secretaría C,4700.0
OC-06809,2019-03-28,PROV-142,Secretaría C,5270.0
OC-06810,2019-03-28,PROV-077,Secretaría B,1770.0
OC-06811,2019-03-28,PROV-045,Secretaría F,4880.0
OC-06812,2019-03-28,PROV-030,Secretaría F,9950.0
OC-06813,2019-03-28,PROV-092,Secretaría A,9002.0
OC-06814,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06815,2019-03-28,PROV-018,Secretaría B,4954.85
OC-06816,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06817,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06818,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06819,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06820,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06821,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06822,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06823,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06824,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06825,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06826,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06827,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06828,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06829,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06830,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06831,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06832,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06833,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06834,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06835,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06836,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06837,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06838,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06839,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06840,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06841,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06842,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06843,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06844,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06845,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06846,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06847,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06848,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06849,2019-03-28,PROV-001,Secretaría C,276800.0
OC-06850,2019-03-28,PROV-001,Secretaría J,5020.0
OC-06851,2019-03-28,PROV-001,Secretaría J,5020.0
OC-06852,2019-03-28,PROV-001,Secretaría J,5020.0
OC-06853,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06854,2019-03-28,PROV-001,Secretaría J,5020.0
OC-06855,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06856,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06857,2019-03-28,PROV-001,Secretaría J,5020.0
OC-06858,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06859,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06860,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06861,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06862,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06863,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06864,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06865,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06866,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06867,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06868,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06869,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06870,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06871,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06872,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06873,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06874,2019-03-28,PROV-001,Secretaría C,38460.0
OC-06875,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06876,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06877,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06878,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06879,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06880,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06881,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06882,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06883,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06884,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06885,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06886,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06887,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06888,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06889,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06890,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06891,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06892,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06893,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06894,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06895,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06896,2019-03-28,PROV-001,Secretaría C,73020.0
OC-06897,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06898,2019-03-29,PROV-020,Secretaría A,3080.0
OC-06899,2019-03-29,PROV-020,Secretaría A,3080.0
OC-06900,2019-03-29,PROV-074,Secretaría A,900.0
OC-06901,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06902,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06903,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06904,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06905,2019-03-29,PROV-141,Secretaría A,2854.0
OC-06906,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06907,2019-03-29,PROV-408,Secretaría A,1480.0
OC-06908,2019-03-29,PROV-003,Secretaría C,4017.23
OC-06909,2019-03-29,PROV-141,Secretaría A,800.18
OC-06910,2019-03-29,PROV-141,Secretaría A,800.18
OC-06911,2019-03-29,PROV-141,Secretaría A,800.18
OC-06912,2019-03-29,PROV-049,Secretaría B,42345.24
OC-06913,2019-03-29,PROV-049,Secretaría B,42345.24
OC-06914,2019-03-29,PROV-380,Secretaría C,1400.0
OC-06915,2019-03-29,PROV-064,Secretaría A,45575.0
OC-06916,2019-03-29,PROV-064,Secretaría A,45575.0
OC-06917,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06918,2019-03-29,PROV-074,Secretaría A,19870.0
OC-06919,2019-03-29,PROV-141,Secretaría A,800.18
OC-06920,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06921,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06922,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06923,2019-03-29,PROV-030,Secretaría C,6340.0
OC-06924,2019-03-29,PROV-544,Secretaría E,1500.0
OC-06925,2019-03-29,PROV-275,Secretaría E,6000.0
OC-06926,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06927,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06928,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06929,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06930,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06931,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06932,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06933,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06934,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06935,2019-03-29,PROV-050,Secretaría C,14514.0
OC-06936,2019-03-29,PROV-092,Secretaría E,9002.0
OC-06937,2019-03-29,PROV-003,Secretaría B,1849.91
OC-06938,2019-03-29,PROV-003,Secretaría B,1849.91
OC-06939,2019-03-29,PROV-003,Secretaría B,1849.91
OC-06940,2019-03-29,PROV-003,Secretaría B,1849.91
OC-06941,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06942,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06943,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06944,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06945,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06946,2019-03-29,PROV-105,Secretaría C,5485.1
OC-06947,2019-03-29,PROV-030,Secretaría C,6340.0
OC-06948,2019-03-29,PROV-064,Secretaría A,45575.0
OC-06949,2019-03-29,PROV-030,Secretaría C,6340.0
OC-06950,2019-03-29,PROV-048,Secretaría A,84300.0
OC-06951,2019-03-29,PROV-025,Secretaría D,179710.13
OC-06952,2019-03-29,PROV-025,Secretaría D,179710.13
OC-06953,2019-03-29,PROV-025,Secretaría D,179710.13
OC-06954,2019-03-29,PROV-034,Secretaría F,6085.0
OC-06955,2019-03-29,PROV-034,Secretaría F,6085.0
OC-06956,2019-03-29,PROV-034,Secretaría F,6085.0
OC-06957,2019-03-29,PROV-034,Secretaría F,6085.0
OC-06958,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06959,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06960,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06961,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06962,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06963,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06964,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06965,2019-03-29,PROV-034,Secretaría F,4340.0
OC-06966,2019-03-29,PROV-468,Secretaría C,2400.0
OC-06967,2019-03-29,PROV-020,Secretaría A,2150.0
OC-06968,2019-03-29,PROV-020,Secretaría D,1972.98
OC-06969,2019-03-29,PROV-020,Secretaría D,1972.98
OC-06970,2019-03-29,PROV-034,Secretaría D,1980.0
OC-06971,2019-03-29,PROV-034,Secretaría D,1980.0
OC-06972,2019-03-29,PROV-030,Secretaría C,6340.0
OC-06973,2019-03-29,PROV-048,Secretaría A,84300.0
OC-06974,2019-03-29,PROV-020,Secretaría A,3769.4
OC-06975,2019-03-29,PROV-020,Secretaría D,1972.98
OC-06976,2019-03-29,PROV-020,Secretaría A,4650.0
OC-06977,2019-03-29,PROV-030,Secretaría C,6340.0
OC-06978,2019-03-29,PROV-020,Secretaría A,3769.4
OC-06979,2019-03-29,PROV-018,Secretaría D,9864.1
OC-06980,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06981,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06982,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06983,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06984,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06985,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06986,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06987,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06988,2019-03-29,PROV-356,Secretaría C,2457.0
OC-06989,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06990,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06991,2019-03-29,PROV-040,Secretaría B,9375.0
OC-06992,2019-03-29,PROV-003,Secretaría C,494.49
OC-06993,2019-03-29,PROV-003,Secretaría C,494.49
OC-06994,2019-03-29,PROV-003,Secretaría C,494.49
OC-06995,2019-03-29,PROV-001,Secretaría B,2040.0
OC-06996,2019-03-29,PROV-087,Secretaría B,2560.0
OC-06997,2019-03-29,PROV-087,Secretaría B,2560.0
OC-06998,2019-03-29,PROV-033,Secretaría C,16415.0
OC-06999,2019-03-29,PROV-003,Secretaría C,494.49
OC-07000,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07001,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07002,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07003,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07004,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07005,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07006,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07007,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07008,2019-04-01,PROV-007,Secretaría C,33500.0
OC-07009,2019-04-01,PROV-007,Secretaría C,7280.0
OC-07010,2019-04-01,PROV-007,Secretaría C,33500.0
OC-07011,2019-04-01,PROV-007,Secretaría C,33500.0
OC-07012,2019-04-01,PROV-007,Secretaría C,33500.0
OC-07013,2019-04-01,PROV-007,Secretaría C,33500.0
OC-07014,2019-04-01,PROV-007,Secretaría C,33500.0
OC-07015,2019-04-01,PROV-050,Secretaría C,4388.0
OC-07016,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07017,2019-04-01,PROV-050,Secretaría C,4388.0
OC-07018,2019-04-01,PROV-007,Secretaría C,7280.0
OC-07019,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07020,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07021,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07022,2019-04-01,PROV-194,Secretaría A,5175.0
OC-07023,2019-04-01,PROV-007,Secretaría C,27500.0
OC-07024,2019-04-01,PROV-007,Secretaría C,27500.0
OC-07025,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07026,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07027,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07028,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07029,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07030,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07031,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07032,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07033,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07034,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07035,2019-04-01,PROV-007,Secretaría B,18320.0
OC-07036,2019-04-01,PROV-007,Secretaría C,47685.0
OC-07037,2019-04-01,PROV-007,Secretaría C,47685.0
OC-07038,2019-04-01,PROV-007,Secretaría C,47685.0
OC-07039,2019-04-01,PROV-007,Secretaría C,47685.0
OC-07040,2019-04-01,PROV-007,Secretaría C,47685.0
OC-07041,2019-04-01,PROV-007,Secretaría A,88500.0
OC-07042,2019-04-01,PROV-007,Secretaría B,125135.0
OC-07043,2019-04-01,PROV-109,Secretaría C,14729.0
OC-07044,2019-04-01,PROV-007,Secretaría C,85160.0
OC-07045,2019-04-01,PROV-109,Secretaría C,14729.0
OC-07046,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07047,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07048,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07049,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07050,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07051,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07052,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07053,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07054,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07055,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07056,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07057,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07058,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07059,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07060,2019-04-01,PROV-183,Secretaría B,1842.0
OC-07061,2019-04-01,PROV-113,Secretaría B,2200.0
OC-07062,2019-04-01,PROV-355,Secretaría B,34250.0
OC-07063,2019-04-01,PROV-147,Secretaría C,3300.0
OC-07064,2019-04-01,PROV-109,Secretaría C,14729.0
OC-07065,2019-04-01,PROV-030,Secretaría C,13839.0
OC-07066,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07067,2019-04-01,PROV-414,Secretaría B,2280.0
OC-07068,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07069,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07070,2019-04-01,PROV-109,Secretaría C,2992.5
OC-07071,2019-04-01,PROV-109,Secretaría C,7545.0
OC-07072,2019-04-01,PROV-109,Secretaría C,7545.0
OC-07073,2019-04-01,PROV-109,Secretaría C,7545.0
OC-07074,2019-04-01,PROV-109,Secretaría C,2088.0
OC-07075,2019-04-01,PROV-109,Secretaría C,2088.0
OC-07076,2019-04-01,PROV-109,Secretaría C,3411.0
OC-07077,2019-04-01,PROV-109,Secretaría C,3411.0
OC-07078,2019-04-01,PROV-109,Secretaría C,2992.5
OC-07079,2019-04-01,PROV-194,Secretaría B,11195.0
OC-07080,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07081,2019-04-01,PROV-109,Secretaría C,3411.0
OC-07082,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07083,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07084,2019-04-01,PROV-109,Secretaría C,14729.0
OC-07085,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07086,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07087,2019-04-01,PROV-194,Secretaría B,11195.0
OC-07088,2019-04-01,PROV-194,Secretaría B,11195.0
OC-07089,2019-04-01,PROV-003,Secretaría C,4292.63
OC-07090,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07091,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07092,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07093,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07094,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07095,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07096,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07097,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07098,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07099,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07100,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07101,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07102,2019-04-03,PROV-011,Secretaría B,52493.0
OC-07103,2019-04-03,PROV-011,Secretaría B,52493.0
OC-07104,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07105,2019-04-03,PROV-011,Secretaría B,52493.0
OC-07106,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07107,2019-04-03,PROV-011,Secretaría B,26912.0
OC-07108,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07109,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07110,2019-04-03,PROV-011,Secretaría B,52493.0
OC-07111,2019-04-03,PROV-011,Secretaría C,64346.0
OC-07112,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07113,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07114,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07115,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07116,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07117,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07118,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07119,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07120,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07121,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07122,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07123,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07124,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07125,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07126,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07127,2019-04-03,PROV-011,Secretaría C,37703.0
OC-07128,2019-04-03,PROV-011,Secretaría B,52493.0
OC-07129,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07130,2019-04-03,PROV-011,Secretaría B,52493.0
OC-07131,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07132,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07133,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07134,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07135,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07136,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07137,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07138,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07139,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07140,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07141,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07142,2019-04-03,PROV-052,Secretaría A,20422.0
OC-07143,2019-04-03,PROV-052,Secretaría A,20422.0
OC-07144,2019-04-03,PROV-052,Secretaría A,20422.0
OC-07145,2019-04-03,PROV-052,Secretaría A,20422.0
OC-07146,2019-04-03,PROV-011,Secretaría C,64346.0
OC-07147,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07148,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07149,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07150,2019-04-03,PROV-114,Secretaría C,8456.55
OC-07151,2019-04-03,PROV-011,Secretaría B,52493.0
OC-07152,2019-04-03,PROV-011,Secretaría B,52493.0
